Record,Tags,Comments,ID,Volume Serial Number,Full Volume Serial Number,File System,Sectors per cluster,Bytes per sector,Starting Sector,Ending Sector,Total Sectors,Total Clusters,Free Clusters,Total Capacity (Bytes),Unallocated Area (Bytes),Allocated Area (Bytes),Volume Name,Volume Offset (Bytes),Drive Type,Source,Location,Evidence number,Deleted source,Recovery method,Item ID
1,,,,,,ZIP,,,,,,,,,,,,,,SanDisk Ultra USB Device 14.91 GB Full Image.zip,n/a,SanDisk Ultra USB Device 14.91 GB Full Image,,Parsing,1
