sha256,kept_image_id,kept_source_dataset,kept_source_relative_path,discarded_source_dataset,discarded_source_relative_path,discarded_source_filename
5401e0d351375c934eccb9eeb02db3b7bde60a34f785e9ab747a5bbc45dc5498,img_00000022,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_3.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_61.jpeg,Automatic Rifle_61.jpeg
c27d63aa78099bf560602fd5b19a605bb34737bad5158588891ed60d9e258be2,img_00000035,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_5.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_63.jpeg,Automatic Rifle_63.jpeg
81a63895319f9599680c8dc3f5e98dd15b292126893123abac48e6b2df7673fd,img_00000042,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_6.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_64.jpeg,Automatic Rifle_64.jpeg
53632b0dcc9c8b8b79da2cf9ed829da6f1e49241eba912c0c63bb10ba00a8ff8,img_00000006,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_10.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_68.jpeg,Automatic Rifle_68.jpeg
8a71d85b3ac276a65d8e0ab5acb05ed331d6127ffc43c1e9f31d73c3b46ae3f2,img_00000008,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_11.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_69.jpeg,Automatic Rifle_69.jpeg
2af36d13abb4920c36aad05803dd2cd1879c14828e93b928131516dcdd8ae218,img_00000011,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_15.png,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_74.png,Automatic Rifle_74.png
eee84e331a998e33668f7a95f655d1a033abf222c1d1e5e1e90bb2f7d63734a1,img_00000012,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_16.png,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_75.png,Automatic Rifle_75.png
310dbe2c4a9befd295507d278c89803776713d46205fd64bae0e081d7cd18468,img_00000015,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_20.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_78.jpeg,Automatic Rifle_78.jpeg
77023af700c6393981c82b34a69ca3f178c5499564dc4bf6cfba4277204763c5,img_00000016,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_22.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_80.jpeg,Automatic Rifle_80.jpeg
69f1b2e9a1945edacb78acbe7d33021cb549a42879cfde1ad73a9205d789c0c8,img_00000020,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_27.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_85.jpeg,Automatic Rifle_85.jpeg
cbed5705b306dc191b389af4ee5070a53ead30830b58b2bae6ab2e99b2fcb68f,img_00000025,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_34.jpeg,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_93.jpeg,Automatic Rifle_93.jpeg
ac2e4bf94891aed812cc19a7a509fdca140edb7b2213be6e55714be1169df87f,img_00000048,01_kaggle_weapon,weapon_detection/train/images/Bazooka_100.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_34.jpeg,Bazooka_34.jpeg
2f8bf516982a01ffa34004065050fd67ccffdb05b457a10a32a381f6a8c788ce,img_00000059,01_kaggle_weapon,weapon_detection/train/images/Bazooka_3.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_66.jpeg,Bazooka_66.jpeg
237373304431f9f8c12348dc07806aa996b6400186cb1913472a68110cffd7bd,img_00000074,01_kaggle_weapon,weapon_detection/train/images/Bazooka_6.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_69.jpeg,Bazooka_69.jpeg
019f593c860ddba186aa3597f05740059ebe3503a44fd9fe254487ddc3c002f7,img_00000047,01_kaggle_weapon,weapon_detection/train/images/Bazooka_10.png,01_kaggle_weapon,weapon_detection/train/images/Bazooka_75.png,Bazooka_75.png
cb5dc81b97e32fd9b18c6af4a1f8e3e9e8f553dfa16a752df0f5d5597b320010,img_00000050,01_kaggle_weapon,weapon_detection/train/images/Bazooka_12.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_77.jpeg,Bazooka_77.jpeg
db0f76420a05f9c1869d590230d41cd04eec976a0890cc612374f956b0ef91e5,img_00000052,01_kaggle_weapon,weapon_detection/train/images/Bazooka_14.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_79.jpeg,Bazooka_79.jpeg
96a9aeb36e7999a906724b1c202b5704d5eb1b4e58154547e50dacb26cdcb579,img_00000053,01_kaggle_weapon,weapon_detection/train/images/Bazooka_15.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_80.jpeg,Bazooka_80.jpeg
3b168cfcf09e60df60e6c781dec2930869c60a21dcf6cc6391fd2e68318a559f,img_00000055,01_kaggle_weapon,weapon_detection/train/images/Bazooka_19.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_85.jpeg,Bazooka_85.jpeg
93b54eeb0b165abd0c93e28afb74ffd35fd698b50ce01a36279ddd2f7fc52cf2,img_00000060,01_kaggle_weapon,weapon_detection/train/images/Bazooka_30.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_96.jpeg,Bazooka_96.jpeg
f3dd81e40dbc326e739d3713c8441a722411550909c045b845d4af92c2511261,img_00000061,01_kaggle_weapon,weapon_detection/train/images/Bazooka_32.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_98.jpeg,Bazooka_98.jpeg
6248f185d7111da063c28df317a739852f2e21415a740e8896f3af0b0461430b,img_00000062,01_kaggle_weapon,weapon_detection/train/images/Bazooka_33.jpeg,01_kaggle_weapon,weapon_detection/train/images/Bazooka_99.jpeg,Bazooka_99.jpeg
702f5934da06704afeccf1c519fe92e4161f607948a61c725e8ab8aee4642c13,img_00000093,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_3.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_56.jpeg,Grenade Launcher_56.jpeg
50f0ae1795d52aa0b950b318bc1b98e226642ce348fc553ef8f8c87c00d73658,img_00000105,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_5.png,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_58.png,Grenade Launcher_58.png
72b84bee411732671c6ceea114d917d4f61e65344b13e7a952d1263d91ede7d7,img_00000110,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_59.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_6.jpeg,Grenade Launcher_6.jpeg
994ee45044fe2be61064384ccc1d54d4c90c077fee47b77a4a912351aae93b55,img_00000082,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_10.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_63.jpeg,Grenade Launcher_63.jpeg
db7c734ec54a88642f6ba5a07fac91d2cedefab1bd15a24ce6dd40e6c94da1ec,img_00000083,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_11.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_64.jpeg,Grenade Launcher_64.jpeg
b8f31f902de0aae97d07dcf24ba4a29a2a3cce4206bbe43bdbe48b2ce9cc4fb0,img_00000084,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_12.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_65.jpeg,Grenade Launcher_65.jpeg
281d327c9765b8cf74004d9be712d38698453b79a0fa70006208f1ea72373033,img_00000111,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_60.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_7.jpeg,Grenade Launcher_7.jpeg
4004f5bc07c563eeeb8db3a6a41df72f909ca69e3114e51e18aac4f9b4d6317c,img_00000085,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_15.png,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_70.png,Grenade Launcher_70.png
b03d4f21ab260af84759e8c595113cdb08cb6753c23f0887ec7a1df9f695e888,img_00000086,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_16.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_72.jpeg,Grenade Launcher_72.jpeg
1bdb103866019aab28251fadab0b77b6a978d4c8e6a35eb468742d3cda496619,img_00000087,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_17.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_73.jpeg,Grenade Launcher_73.jpeg
2f51d42fa38d1902f89750175eb96d7fabfac7ff64aac3ecc37634029287149a,img_00000088,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_18.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_74.jpeg,Grenade Launcher_74.jpeg
70a6cfe01b8400acf1f66abbd36f05390f68c747064a0e6eeb53075da4ea1a7a,img_00000112,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_61.png,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_8.png,Grenade Launcher_8.png
3d9f0d03c2fac6475a5582e3f40e72ff7d27f9ae840b320859a83237d3b4d9df,img_00000089,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_23.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_82.jpeg,Grenade Launcher_82.jpeg
7128ded3cf52c0290661b3a9deec49ec073611551dd6b00798882634ea9a8ea2,img_00000091,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_28.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_88.jpeg,Grenade Launcher_88.jpeg
eda1e9cca6285abed595860023d125bd37aa9155ecc751ccabde39df1bcb3138,img_00000092,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_29.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_89.jpeg,Grenade Launcher_89.jpeg
51c4a6b6c277071ffa19db4d3eedddbe14d357c0bb1d8d322f625ef8ea7a9c3b,img_00000094,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_30.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_90.jpeg,Grenade Launcher_90.jpeg
2d2cbc6f5e885258ed682d98338fbf616644c613a23b88a4ec1d438994b4ce5a,img_00000095,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_32.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_92.jpeg,Grenade Launcher_92.jpeg
4c2abc93b53088035fa99fb345fed3d6165141adc4afa83dc873c8488a62b3dd,img_00000096,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_36.jpeg,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_98.jpeg,Grenade Launcher_98.jpeg
9638d90292eb092489fcb52a31f7391b602a4878ad2a0878a993d0e353e37931,img_00000125,01_kaggle_weapon,weapon_detection/train/images/Handgun_10.jpeg,01_kaggle_weapon,weapon_detection/train/images/Handgun_60.jpeg,Handgun_60.jpeg
6912da70b94387fc65665d272daf2a12272c3dbd2045a3994ee18686bc046879,img_00000129,01_kaggle_weapon,weapon_detection/train/images/Handgun_16.jpeg,01_kaggle_weapon,weapon_detection/train/images/Handgun_67.jpeg,Handgun_67.jpeg
ad459a143250dbebfe9d2be907db3938b9a90c9cb869750b3ef85fdbd642fb7b,img_00000135,01_kaggle_weapon,weapon_detection/train/images/Handgun_25.jpeg,01_kaggle_weapon,weapon_detection/train/images/Handgun_80.jpeg,Handgun_80.jpeg
a067e1901e7313cd6da70b97b1b62e8b07525d7855e11bf106e50e412d81ae08,img_00000137,01_kaggle_weapon,weapon_detection/train/images/Handgun_28.jpeg,01_kaggle_weapon,weapon_detection/train/images/Handgun_86.jpeg,Handgun_86.jpeg
5fbf5041006905c153d52f7fa8bad0438930867fa221ab1c61e086f86cdd20f9,img_00000138,01_kaggle_weapon,weapon_detection/train/images/Handgun_29.jpeg,01_kaggle_weapon,weapon_detection/train/images/Handgun_87.jpeg,Handgun_87.jpeg
e796508f9ec7e62996c4e292d9a3effaf51f50fe735e6b3c6352da00e306131f,img_00000140,01_kaggle_weapon,weapon_detection/train/images/Handgun_30.jpeg,01_kaggle_weapon,weapon_detection/train/images/Handgun_88.jpeg,Handgun_88.jpeg
28d60cc4feb0ffc532fd8d95bf03aaf6de8eb8c04e2a08c9a584dd5b25e3121d,img_00000182,01_kaggle_weapon,weapon_detection/train/images/Knife_3.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_65.jpeg,Knife_65.jpeg
225eb52ff5bd0c7626ae8c358959bda40536198440d96275d98138953cb2e4fd,img_00000198,01_kaggle_weapon,weapon_detection/train/images/Knife_5.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_68.jpeg,Knife_68.jpeg
d355e565c56dad0a588fc795e446b024fcb0d8e06f5f3c70f917fe059d077ee9,img_00000205,01_kaggle_weapon,weapon_detection/train/images/Knife_6.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_69.jpeg,Knife_69.jpeg
40eec9a45fbca2081695e75aee6a05752debd9c812d07073e1e03c42ccf4e4af,img_00000208,01_kaggle_weapon,weapon_detection/train/images/Knife_7.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_70.jpeg,Knife_70.jpeg
c8ddaf5f776e07bfc702cf221d31feb4035af74588043bb92f1d90053bddf855,img_00000170,01_kaggle_weapon,weapon_detection/train/images/Knife_10.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_73.jpeg,Knife_73.jpeg
20e52485fa1309857fb3dd62cdcd64e596f4abc2964a1ed528fa0ef37c10c458,img_00000173,01_kaggle_weapon,weapon_detection/train/images/Knife_14.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_77.jpeg,Knife_77.jpeg
a1573507e7e4d911ad2c67e67ef2ad31095d236e33e3a835809c365e8b732e5b,img_00000209,01_kaggle_weapon,weapon_detection/train/images/Knife_71.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_8.jpeg,Knife_8.jpeg
a8d9f9c06d481a23936d4e9958da152a21b09eafbe2c482b5199e742df568d31,img_00000176,01_kaggle_weapon,weapon_detection/train/images/Knife_20.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_85.jpeg,Knife_85.jpeg
402bf9d46cf416e0e24c0b0f5f886a7ce32fe77f3bb89195d2ed5f364d217d39,img_00000178,01_kaggle_weapon,weapon_detection/train/images/Knife_25.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_89.jpeg,Knife_89.jpeg
045986ce89901659615531315c97f38b9abceed1ff2e8480c4149243fd122a55,img_00000210,01_kaggle_weapon,weapon_detection/train/images/Knife_72.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_9.jpeg,Knife_9.jpeg
caf1e9998e2df4e319ee72465e973184c3ac5ed0b1207aa8c6144891aec2731b,img_00000183,01_kaggle_weapon,weapon_detection/train/images/Knife_30.jpeg,01_kaggle_weapon,weapon_detection/train/images/Knife_95.jpeg,Knife_95.jpeg
633846f757b634766416f062ebf63babe2547d516c0f0835f2f31c950b93dd01,img_00000234,01_kaggle_weapon,weapon_detection/train/images/Shotgun_4.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_65.jpeg,Shotgun_65.jpeg
ac9a29f0e164a6037adc146e7bd2672081363d1c766c7de18fcfb671428128c4,img_00000251,01_kaggle_weapon,weapon_detection/train/images/Shotgun_7.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_70.jpeg,Shotgun_70.jpeg
f2315109f9cdcd1e499e74e02f573ae2070af1c31471a141b75044da67cd322e,img_00000217,01_kaggle_weapon,weapon_detection/train/images/Shotgun_11.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_74.jpeg,Shotgun_74.jpeg
dbec6e62b1978891632993a467937cdc9a59e08567fd037c1ade97d30d98aa4e,img_00000219,01_kaggle_weapon,weapon_detection/train/images/Shotgun_13.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_76.jpeg,Shotgun_76.jpeg
6350710988c99f6128f8b05a90112d24e46172a2a897c2e925745906dc8dc050,img_00000220,01_kaggle_weapon,weapon_detection/train/images/Shotgun_17.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_81.jpeg,Shotgun_81.jpeg
a3e1916dd7ec12fad6bd6fd094327dab663f4105183b86c96ba91e14d8003c12,img_00000221,01_kaggle_weapon,weapon_detection/train/images/Shotgun_18.png,01_kaggle_weapon,weapon_detection/train/images/Shotgun_82.png,Shotgun_82.png
cb3e8760a649d57266baaf33606a2b264857bc107acdee7bfc83520b7beec5b3,img_00000222,01_kaggle_weapon,weapon_detection/train/images/Shotgun_21.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_84.jpeg,Shotgun_84.jpeg
00bc1c9fabb12d6a32959bd57a58a283cbf4416329abc29cf2a7d284077d310e,img_00000223,01_kaggle_weapon,weapon_detection/train/images/Shotgun_22.png,01_kaggle_weapon,weapon_detection/train/images/Shotgun_85.png,Shotgun_85.png
c589faea186da16c0aaa5b02d32736207f1f021014da9aa87a25eda3ea7dcfea,img_00000224,01_kaggle_weapon,weapon_detection/train/images/Shotgun_23.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_86.jpeg,Shotgun_86.jpeg
6f71ab535b8ebf9fc9f67aca862bad05944c7102d2fc982b32d8d549618e4c61,img_00000225,01_kaggle_weapon,weapon_detection/train/images/Shotgun_25.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_89.jpeg,Shotgun_89.jpeg
11a1e29931a3851efdce39815edb024f3870681cfad77410a882141aa0fb66af,img_00000226,01_kaggle_weapon,weapon_detection/train/images/Shotgun_27.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_91.jpeg,Shotgun_91.jpeg
7ef02df48c5559476b2087ffd2c492036efc912e505e6f4434d5d5b611b9f293,img_00000227,01_kaggle_weapon,weapon_detection/train/images/Shotgun_29.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_94.jpeg,Shotgun_94.jpeg
fca34242b5dfe05e598f17dfad24e642e8448ec8aaf67395080d820c88090512,img_00000229,01_kaggle_weapon,weapon_detection/train/images/Shotgun_31.jpeg,01_kaggle_weapon,weapon_detection/train/images/Shotgun_96.jpeg,Shotgun_96.jpeg
96c403b8e43152f11ae630f4bab16512519e6b0c84103945815855362c2407b6,img_00000272,01_kaggle_weapon,weapon_detection/train/images/SMG_3.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_64.jpeg,SMG_64.jpeg
9f347eee7278a2fc821cebd0fd057c75100db0850b5b9109634ce2c82a4ae4ba,img_00000279,01_kaggle_weapon,weapon_detection/train/images/SMG_4.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_66.jpeg,SMG_66.jpeg
8cf01cfa71fdb00a678d6d7004690e3701dde86fef2711fd00bb091ede59d694,img_00000288,01_kaggle_weapon,weapon_detection/train/images/SMG_5.png,01_kaggle_weapon,weapon_detection/train/images/SMG_67.png,SMG_67.png
27dccff0e22e9a165ff41cc6cce128e84b39de74da49f2ebbd671a520fd6be2f,img_00000258,01_kaggle_weapon,weapon_detection/train/images/SMG_13.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_75.jpeg,SMG_75.jpeg
1c504ba5d931198e1ca2dc05003329de51c699f1215f677ecba7c88d5c918775,img_00000260,01_kaggle_weapon,weapon_detection/train/images/SMG_15.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_78.jpeg,SMG_78.jpeg
d7fd42fccb1d14350242b53e9c5ab8b97aeb485ce89c14206afb880dbca62e31,img_00000297,01_kaggle_weapon,weapon_detection/train/images/SMG_70.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_8.jpeg,SMG_8.jpeg
00b10f8dee1937dd159fee7b268a037b0c68bcf1be380d7660600fd805307d82,img_00000265,01_kaggle_weapon,weapon_detection/train/images/SMG_23.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_88.jpeg,SMG_88.jpeg
6cc7b37ef3ba49031347a90d512197b2b97054b3794a1039355e7882e48b941d,img_00000266,01_kaggle_weapon,weapon_detection/train/images/SMG_24.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_89.jpeg,SMG_89.jpeg
98976008222c33a6c64f166e8b10625321345635c8284ba801b468aa1516c93d,img_00000268,01_kaggle_weapon,weapon_detection/train/images/SMG_26.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_91.jpeg,SMG_91.jpeg
c1eb64c537f5141d904fb110d70bfe37f34eff3336013b5610203f3a06da49f7,img_00000269,01_kaggle_weapon,weapon_detection/train/images/SMG_27.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_92.jpeg,SMG_92.jpeg
ee54bcc88073326df4c380ad23b6ba55cb5805c3ac5a5b1f092c43b0e2edc54f,img_00000270,01_kaggle_weapon,weapon_detection/train/images/SMG_28.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_93.jpeg,SMG_93.jpeg
3822db17442e5913e3196575847fab25d63d702415e8022f8a830feccd8fe445,img_00000274,01_kaggle_weapon,weapon_detection/train/images/SMG_32.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_97.jpeg,SMG_97.jpeg
19bb2fd2b01b7e4a7dfdced362d104d3235a0275f027930b4d78779b1f1c2405,img_00000275,01_kaggle_weapon,weapon_detection/train/images/SMG_34.jpeg,01_kaggle_weapon,weapon_detection/train/images/SMG_99.jpeg,SMG_99.jpeg
c8e1115fe060f453d2211b8c23feeb68241cfdd7c55b572adaacc44b76136060,img_00000308,01_kaggle_weapon,weapon_detection/train/images/Sniper_100.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_39.jpeg,Sniper_39.jpeg
1823069f12ae25d3d1b799b01ec36810f73974299d14111673a105ade8d41aa8,img_00000336,01_kaggle_weapon,weapon_detection/train/images/Sniper_5.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_61.jpeg,Sniper_61.jpeg
bc1a2c6380fa99c983dad529ebbfb3700172f9f905f45321f0e17720996959e7,img_00000307,01_kaggle_weapon,weapon_detection/train/images/Sniper_10.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_66.jpeg,Sniper_66.jpeg
1d53289a5268a289f5a7ca96c855944fa6ed73fa02d9eab7ce3357bff83458ed,img_00000343,01_kaggle_weapon,weapon_detection/train/images/Sniper_63.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_7.jpeg,Sniper_7.jpeg
ca71aacbf82cebcd54e6499b7525807dbd832ac5fbccd9882fd667691b5530e8,img_00000309,01_kaggle_weapon,weapon_detection/train/images/Sniper_16.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_73.jpeg,Sniper_73.jpeg
dadff641b639a04812ecedabd43c94146857940f7df6e88bc74dc105be17b47e,img_00000310,01_kaggle_weapon,weapon_detection/train/images/Sniper_17.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_74.jpeg,Sniper_74.jpeg
3dc642557c8763b88b371764119eca13678ea3dabba12478851eab43c2760c76,img_00000312,01_kaggle_weapon,weapon_detection/train/images/Sniper_20.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_79.jpeg,Sniper_79.jpeg
1fa26ec54e1aab5e1f4eecd231f8a01741738ef56b71b9a65a908f3b99629ee0,img_00000344,01_kaggle_weapon,weapon_detection/train/images/Sniper_64.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_8.jpeg,Sniper_8.jpeg
21551cabbe0a4393773eab7ef4796be7183a915ed5b34f2ba2046e2c0c11759c,img_00000313,01_kaggle_weapon,weapon_detection/train/images/Sniper_21.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_80.jpeg,Sniper_80.jpeg
52d6d33d022adae9edfe4609ea397da947776c49af9344dad749d91c0834c247,img_00000314,01_kaggle_weapon,weapon_detection/train/images/Sniper_23.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_82.jpeg,Sniper_82.jpeg
11827b5fa86aa3c64fe28fb5677b759b014100a03e1f88b224364248975f4bdf,img_00000315,01_kaggle_weapon,weapon_detection/train/images/Sniper_24.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_83.jpeg,Sniper_83.jpeg
aeb081ad91114d2c5d6a3d2800d2cb2c6d0c7c8752da1a785464d04c8f9b3532,img_00000316,01_kaggle_weapon,weapon_detection/train/images/Sniper_25.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_84.jpeg,Sniper_84.jpeg
8d40f99a1853bdcc86fb99d7bfccd77c66b1b15cb781ad8ca472c644918bc09c,img_00000317,01_kaggle_weapon,weapon_detection/train/images/Sniper_26.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_85.jpeg,Sniper_85.jpeg
80bc469cb170f1b9f287702199cf48c8649bdc3cfa27c08a6201e2974b366cdf,img_00000318,01_kaggle_weapon,weapon_detection/train/images/Sniper_27.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_86.jpeg,Sniper_86.jpeg
4db16a61f82e51463b3854f595394fba6a1a4247c0a24ff41d948941aba9121f,img_00000319,01_kaggle_weapon,weapon_detection/train/images/Sniper_28.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_87.jpeg,Sniper_87.jpeg
0f424800791af32e78d1b567d04216f068eafce6085319e081c6a614135ea9be,img_00000345,01_kaggle_weapon,weapon_detection/train/images/Sniper_65.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_9.jpeg,Sniper_9.jpeg
a70e7a97bb7c7de1994db1525dcf260eb1b5ae996e548eee01ab2d44dadcc0ac,img_00000321,01_kaggle_weapon,weapon_detection/train/images/Sniper_30.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_90.jpeg,Sniper_90.jpeg
8bea069fc86139e8ab330c5769b577d7de073aec9af2dda72bd2cae901ff6b61,img_00000322,01_kaggle_weapon,weapon_detection/train/images/Sniper_31.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_91.jpeg,Sniper_91.jpeg
f214fbd3bebd0a6ba0ed9b43446ec8e2f25991c0efba424051c6e8501a4eed55,img_00000323,01_kaggle_weapon,weapon_detection/train/images/Sniper_33.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_93.jpeg,Sniper_93.jpeg
ce7c04050e2b91e68d3c6c6a917115ad776f4af2c46aefe0fcb1f23ae3e58fc2,img_00000324,01_kaggle_weapon,weapon_detection/train/images/Sniper_35.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_96.jpeg,Sniper_96.jpeg
2df53d09a560d140faf98ec70dc8718847192a6dc1dc91b5812e839e2674170c,img_00000326,01_kaggle_weapon,weapon_detection/train/images/Sniper_38.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sniper_99.jpeg,Sniper_99.jpeg
03c1cc74b4f7b00ace9df8c2dd813fd4a901b38c62abdd613c2e90f573452afc,img_00000356,01_kaggle_weapon,weapon_detection/train/images/Sword_100.jpeg,01_kaggle_weapon,weapon_detection/train/images/Sword_30.jpeg,Sword_30.jpeg
d73ecf8b1c1adbeb41d415628810bc19fbc5560d6dfc7d8f48631955dae7aa27,img_00000386,01_kaggle_weapon,weapon_detection/train/images/Sword_5.png,01_kaggle_weapon,weapon_detection/train/images/Sword_75.png,Sword_75.png
